Opinion,Brand,Body
neu,apl,"""""3 principal global players will be active in every market...@Amazon, @Apple, & @Kobo."""" #fbf11 #publaunch @MikeShatzkin http://t.co/1ndxcMO1
"
irr,apl,"@chefreggie06 @rolandsmartin @Apple get ready Tampa Bay the Martin's are coming to town! Bring it on Buccaneers!
"
irr,apl,"bagi yg acc USnya di disabled sama apple,email aja itunes store supportnya minta di re enabled lagi iTunesStoreSupport@apple.com
"
irr,twt,"Me Ausenteii por mutivos que me DeixaramTriste mais #Twitter Estou de Volta uhuruoooo!!!!
"
irr,apl,"@MissHell23 Umm, pretty sure I typed @Apple, not you, but okies, why'd you do it, then? *grin*
"
irr,ggl,"#android Google confirma que todos los dispositivos con gingerbread tendrán Ice Cream Sandwich: Y desde ... http://t.co/bUcSI4xy #google
"
neu,msf,"Rumor: New screen sizes, specs coming to Windows Phones #windowsphone #microsoft http://t.co/gOQgJvvb #microsoft
"
irr,msf,"RT @packard_bell: #SteveBallmer, CEO de #Microsoft, dice que se necesita ser un cientifico para manejar #Android http://t.co/W03j7hTA
"
irr,msf,"#Job #ICT System- und Netzwerk Spezialist/in: planova human capital ag, St. Gallen http://t.co/WYHjUOqr #Microsoft #IT
"
irr,msf,"! RT @AlbertLorente: En España, se pasa más tiempo en sites de #Microsoft que en #Facebook y en sites de #Google... http://t.co/cjNWU8rv
"
irr,msf,"FOR SALE!! http://t.co/VqueOskE #ebaymobile #ebay #microsoft #apple #office #2011 #sale #new #original #mac
"
irr,msf,"Rijk worden met patenten. In de smartphonewereld lopen 57 patentrechtszaken. De grote winnaar lijkt #Microsoft. http://t.co/owSkWPKG #patent
"
pos,apl,"RT @TripLingo: We're one of a few """"Featured Education Apps"""" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z
"
irr,twt,"#IHate #Twitter #ThatsAll #Goodnight
"
irr,twt,"#twitter Mii MediO de #DesahOgo..!!
"
neu,msf,"Microsoft Excel: How To Alternate the Color Between Rows - http://t.co/x7TZk9sG #microsoft
"
pos,apl,"I'm a current @Blackberry user, little bit disappointed with it! Should I move to @Android or @Apple @iphone
"
neu,msf,"New #snom Webinar Nov. 2: Accelerate #Microsoft #Lync Deployments with snom #UC. Register here http://t.co/FYyIIMIX #VARs #phones
"
neu,twt,"To much #twitter taking a break. ♣
"
neu,twt,"Shes a freaked out philosopher on #twitter lol girl bye
"
irr,ggl,"#ThingsWeAllHate people who think they know it all! hello...your name isn't #Google
"
irr,apl,"Today very cheap for Patio Furniture San Anton http://t.co/Sd3i1bjm@Plastic @Apple @Bags
"
irr,msf,"RT @GroenewegBV: Steve Ballmer haalt uit naar #Android http://t.co/LlIxBzeV #nuandroid Dan ben ik ook een nerd, ja daaaaag, slecht zeg v ...
"
neg,msf,"#skype is now part of stupid #microsoft it seems
"
irr,msf,"Je moet er wel een mechanische papegaai voor op je schouder hebben, maar dan heb je ook wat! Erg gaaf! #microsoft http://t.co/sBPd8Nbg
"
neu,apl,"RT @thejjmg: My friend @bm88 found this article on the #ios5 battery drain problem http://t.co/Iqa0ipVt @Apple ah mines being sinking...
"
neu,msf,"Windows Phone Mango Update Released to 'Nearly Everyone' http://t.co/SX1NQJJ1 #microsoft #Technology
"
pos,ggl,"@kymbersanden #google my favorite study guide
"
neu,msf,"#microsoft makes every surface a touch screen http://t.co/n2GC2gK4 #touch #gesture
"
neu,msf,"RT @mashable: #Microsoft CEO Steve Ballmer on Not Buying #Yahoo: """"Sometimes, You're Lucky"""" - http://t.co/afWazWOy
"
neg,apl,"@apple, No, I won't wait until thursday for an available appointment just so a 'genius' can tell me I'm shit out of luck. #now
"
neu,twt,"#twitter is great once you get the hang of it“@HaxxDubbz: @CBMonarch @Bran_Day I told her to get one to be a cool kid lol”
"
neu,msf,"Using a #Touchscreen Through Your Pocket Made Possible by #Microsoft #PocketTouch: Have you… http://t.co/PJpFeyTF
"
neu,twt,"Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 10
"
irr,twt,"Buenas noches a todos ya casi fin d semana y maÑana clase a las 7 ya el ultimo jalon #twitter off
"
neu,msf,"RT @marcfletcher: #Intervate wins the portals and collaboration partner of the year 2011 #Microsoft #techedafrica
"
neu,apl,"Smart as hell. The Great Tech War Of 2012. http://t.co/0O1CfCIZ Fab Four: @apple @google @amazon @facebook via @kvox #mustread
"
pos,twt,"RT @derryXOwners: I like #twitter
"
neu,twt,"#twitter I'm off to bed with two crazy pups. #lovethem http://t.co/FSLFpMOb
"
neg,apl,"Waited in line for nothing, fucking genius @Apple called an app for """"John"""" not """"jean"""" stop fucking up my name im not a French boy. #PCam ...
"
pos,ggl,"#Google's #IceCreamSandwich was revealed. I'm getting an #Android whenever I get a new phone, but I'm keeping my #iPhone for now.
"
irr,apl,"@hervepierre mdr! ouais une mauvaise expérience avec les vendeurs @Apple store m'a fait hair l'iphone ;)
"
neu,ggl,"#Android #Google We saw Ice Cream Sandwich on a Phone, but What About a Tablet? http://t.co/6McjpONv #DhilipSiva
"
neg,twt,"#Retweets section of my #twitter account has not been working for 17 hours! Is Everyone else having this problem? #RT #RTs
"
irr,msf,"Avec OmniTouch, faites de n'importe quelle surface un écran tactile http://t.co/kBP15kTt #Microsoft #OmniTouch
"
irr,msf,"Casa de herrero, cuchillo de palo!!! http://t.co/xxtfy71a #DCE2005 #Microsoft &lt;= Como NO manejar errores!!! Link: http://t.co/89Cr2txm
"
neu,twt,"RT @extremejohn Stuck on Facebook? I’m so sorry. http://t.co/aGHbaQmn #Twitter #Google #Facebook
"
neu,msf,"#Teamfollowback #Microsoft investigating Windows Phone Mango Zune freezing problems
"
irr,ggl,"Интересно, в #google видели как gmail for mobile выглядит на экране обычного смартфона? Это же пиздец ходячий - кнопки в четверть экрана!
"
neu,twt,"I can't believe @mr_malie504 is not on #Twitter
"
irr,msf,"Plan Carrera #microsoft technical:Certificación desarrollador y diseñador apps empresariales #visualstudio2010 http://t.co/cVd2b2Rz Gratuito
"
neu,ggl,"1080p video recording, continuous focus, zoom while recording and time lapse included in Android 4.0. #Google #Android #ICS
"
neu,apl,"@boothelk did you know the first @apple home computer to use a mouse was called 'the lisa' ??
"
irr,twt,"RT @HdzMarin1: Mi pasatiempo favorito hoy en día, es como ver hay personas bipolares, tanto en #Twitter como en la vida real...
"
irr,msf,"#Microsoft verlängert Umsatzgarantien für Suchpartner #Yahoo - ZDNet.de : http://t.co/H3dseq5h
"
neu,apl,"Video: SIRI also gets angry. http://t.co/Ku288WX6 @chrisvoss @apple #apple #siri #iphone4S #Ai
"
neu,msf,"#Microsoft Zune - Digital player - HDD 30 GB - WMA, AAC, #MP3 - video playback - display: 3… http://t.co/qgzHlLpv
"
neu,apl,"RT @jldavid: iPhone 4S First Weekend Sales Top Four Million: http://t.co/O7zqnY7K (via @apple)
"
neu,twt,"Sleep time. #twitter off
"
pos,msf,"RT @asherCFO: #Yahoo up 4 sale - again! Yrs back #Microsoft almost bought it & now glad it didn't. This could b deal of the year that do ...
"
neg,twt,"@8Sunni Yeah shit happens, #Twitter is a real whore sometimes!
"
pos,twt,"Got this new #twitter app and a fresh ass theme with it! FWM
"
neu,twt,"@serendipityjane is the ultimate #twitter bff! She uses #EFT to turn your frown upsidedown!#Follow her & learn about her VIP class.It rocks!
"
neu,ggl,"RT @NeowinFeed: Android 4.0 Ice Cream Sandwich announcement round-up #android #google http://t.co/L5m9uwD7 #neowin
"
neu,msf,"First time a technology company is in the running for marketer of the year. Vote David: http://t.co/xT2SWSxg #Microsoft @getitdone
"
irr,twt,"[aa] , suavi bando de cornos & cornas , nun desejo boa noitte pra min , uma maldição pra voçs viciados en #Twitter , haha ++
"
irr,msf,"Weer een klant geholpen met een Microsoft Lync implementatie voor 110 gebruikers #lync #ocs #microsoft
"
neu,ggl,"Built in panorama in camera app #Android 4.0 #ICS #Google
"
irr,twt,"Ya el #twitter como que me esta dejando de parecer divertido...
"
neu,apl,"Dear @apple, as a hoh/deaf user, can you please add options for stronger and longer vibrate for #iphone4s ? Thank you! #hoh #deaf #ally
"
neu,apl,"@Apple's Steve Jobs Gets His Day | PCWorld http://t.co/6gT6w2Od
"
irr,msf,"#Microsoft #Werk Senior IT Infrastructure Specialist Microsoft / Senior Systeembeheerder regio Amsterdam http://t.co/1erIcOhS
"
irr,twt,"RT @shezyyee: Sunaa karo merii jaan in se un se afsaane / sab ajnabi hain yahaan kaun kis ko pehchane #Kaifi #Shair #Twitter
"
irr,msf,"Cracking the Code: Using QR Codes to Engage Your Customers on Their Smartphones #smb #smallbiz http://t.co/IL1u0v8v #microsoft
"
pos,ggl,"""""Samsung and Google have closely collaborated to push the mobile experience forward. We are pleased to ... http://t.co/ecT8fYIA #Google+
"
pos,twt,"Gotta love #Twitter - shit goes round the World like lightning-on-speed...
"
neu,ggl,"#google #IceCreamSandwich #Samsung #Updates #Android | Galaxy Nexus with Ice Cream Sandwich: pictures http://t.co/8fiwDhcC
"
irr,msf,"RT @fdruel: Une nouvelle interface #haptique signée #Microsoft et #CanergieMellon : #OmniTouch. Tactile et """"wearable"""" (cc @Billaut) http ...
"
irr,ggl,"Deux lignes sont affichées sur la première page de GMail pour chaque mail : un aperçu en quelque sorte #google #nexusprime
"
neu,apl,"@Apple: Surely iOS5 with it's integrated @Twitter would greatly benefit from moving the # to at least the '123' keyboard page? #simplethings
"
irr,twt,"RT @MizzSpicey: #TeamFollowBack #TFB #MustFollow #MF #FollowNow #FN #FollowFriday #FF #IFB #Twitter #Follow @Only1DeejayER &lt;&lt; oooh ...
"
neu,msf,"#Microsoft: #Mango Now Available to Nearly Everyone - http://t.co/vQkJ84AC #windowsphone #wp7
"
neg,apl,"Pissed with whoever designs keyboards with @apple for not having a home and end key. working on the CLI i use those keys often
"
neu,msf,"RT @SQLServer: #Microsoft made many announcements at #SQLPass Summit. Read the blog post for a recap: http://t.co/KSgglnDC #sqlserver #s ...
"
pos,msf,"#Microsoft tests and proves #AppSense enterprise scalability! 78K users on one personalization DB - http://t.co/xtZMPSMT #enterprise
"
neu,apl,"I am now the proud owner of @apple tv thanks to big bro @steveeadie and family!!
"
neu,msf,"RT @MichaelKroker: Steve Ballmer: #Nokia to reveal multiple #Windows Phone devices next week, #Microsoft may make their own - http://t.c ...
"
neu,msf,"High Tech Director of Business Development *selling consulting services* #Oracle #Microsoft #SAP #SanFrancisco #jobs http://t.co/OWf25yJB
"
neu,apl,"SpeechTrans http://t.co/TW3SzX61 on @Apple App store listed as the #best bi-directional #Speech To Speech #Translator --- Posts on Twitter
"
neu,apl,"picking up my #iPhone4S in two hours @Apple!
"
irr,ggl,"RT @twandroid: Et de 3 #fails, mais au moins c'est du vrai direct #google #nexusprime
"
irr,ggl,"نتائج مؤتمر قوقل وسامسونج: جهاز سامسونج جالكسي نكسوس 1.2دول كور وشاشة 4.65 إتش دي، نظام تشغيل قوقل أندرويد 4.0، #Samsung #Google #Android
"
neu,twt,"watching a """"new"""" interview with @L1LD3BB13 giving props to #twitter glad to see her out on her own doing her own thang;
"
irr,msf,"RT @puntogeek: Hace tiempo:: Según Microsoft, Firefox es spyware http://t.co/UnFkqPaJ #Firefox #Microsoft
"
neu,ggl,"#Google #Ice Cream Sandwich (#Android 4.0): a #hands_on #screenshot #gallery http://t.co/E8dCQo7s
"
neu,twt,"#Twitter&FBOff
"
neg,msf,"#Microsoft #Dynamics #NAV is a cesspit. Extreme consultingware. To be avoided...
"
irr,twt,"RT @mlucia187: Atrum es TT!!!! Jajajaja!!! Q buen nivel el de #twitter esta noche!! Gracias por existir #ElElegido :)
"
pos,apl,"I am crazy about #iOS5 . The photo cropping is the best! @apple
"
pos,apl,"We're one of a few """"Featured Education Apps"""" on the @Apple **Website** today, sweet! http://t.co/0yWvbe1Z
"
neu,msf,"RT @nedraallmond: @WSPSanDiego Kickoff tomorrow 10/20 at San Diego #Microsoft Store at 6:00pm @wspwest http://t.co/iuaa4yuE
"
neu,apl,"RT @TheMacMob: Sprint, Verizon & AT&T @Apple Stores http://t.co/ZOzR0UUz
"
neg,apl,"Like @apple da fuck is this shit? http://t.co/nb4DHlSg
"
neg,apl,"none of my apps work after the new ios from @apple. what do i do?!?
"
irr,ggl,"#GalaxyNexus | @xataka http://t.co/p2Tu2kBm &lt;-El nuevo teléfono de #Samsung y #Google, EL perfecto rival para el #iPhone4S con su #Android 4
"
irr,twt,"Creo k ya me saldre de #Twitter
"
pos,apl,"Finally got my iPhone 4S, thanks @Apple. Stupid @att. Learned my lesson.
"
irr,ggl,"RT @twandroid: Android Beam : partager du contenu entre devices Android via le NFC #google #nexusprime
"
neg,apl,"@Apple, #iOS5 #geolocation Suburbs with 2 words drops Map Pins in other States! Please fix.
"
pos,ggl,"I want some #IceCreamSandwhich right now ! #Google !
"
pos,twt,"#Twitter TEAMO♥ Chao!
"
irr,twt,"ô negocio parado aqui tá o #msn e o #twitter
"
neg,apl,"Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable
"
neg,apl,"what is going on with all my @Apple products?! First my #iPad freezes (still is frozen) and then my #iPhone won't turn on!!! #techieTroubles
"
neu,apl,"this reader button for safari is perfect for fic @apple #ios5 #stevejobsday
"
neu,apl,"@iancollinsuk @Apple what's incredible, is that people still buy into apple as world beater's.....not true anymore.
"
neg,twt,"People should be more interesting on #facebook and #twitter at midnight. I'm getting bored.
"
irr,msf,"Microsoft - Hardware, XBOX Produkte, Spiele und Software http://t.co/qWaNQyCF Profitieren Sie von den zahlreichen Vorte #Hardware #Microsoft
"
neu,msf,"A New Landscape for Retail Banking: New report from #Efma with #Microsoft http://t.co/2XNz3F9C
"
irr,ggl,"RT @twandroid: Nouveau lockscreen (écran de déverrouillage) à la Honeycomb #google #nexusprime
"
neu,apl,"Today's headline: @apple reports lower 4Q earnings. Headline in 3 months: @Apple reports record Q1 earnings.
"
neu,twt,"RT @alibabaoglan: Presentation: 7 Best Ideas to Use #Twitter More Efficiently - http://t.co/AYMeFITC #howto
"
neg,apl,"@semilshah yeah except that when you ask for a receipt, it takes them 30 minutes to figure out where it printed out. Fix that, @Apple!
"
neg,msf,"#Skype is underwhelming: I use skype. It was recently bought by #Microsoft for $8.5 billion. As such it has a v... http://t.co/Xli2bR42
"
pos,msf,"Love the #Microsoft campus! Love the feeling of the mixer building. Thanks #vslive bringing the conference here!
"
neu,apl,"New #iOS5 notification center is a big improvement, but @apple missed an easy trick by not making it fully available on lock screen.
"
neu,apl,"#Steve #Jobs #Tribute iPhone 4S Cases Now Available #iphonecases http://t.co/2hyurIiq #stevejobstributecases @ikaveri @iamsrk @apple
"
neu,twt,"Twitter Buzz Builds for the Occupy Wall Street Movement [CHARTS] http://t.co/3xZgtWFx #twitter
"
pos,ggl,"RT @p1j Android 4.0 Ice Cream Sandwich is Here with a Google Nexus in new Avtar! http://t.co/MTu7tGx7 #android #google #nexus #BigMAMA
"
neg,apl,"@pmphillips @apple If my non-Apple equipment broke this often, I guess I'd need an Asus genius bar. But it doesn't, so I don't :-)
"
neu,twt,"#Recruiting Tip: Ask yourself: why am I not building my personal brand on #LinkedIn, #Twitter, and #Facebook?
"
irr,twt,"lo mejor de #twitter es que no tenes que esperar un monton a que carge tu foto:D♥
"
neu,msf,"Beware phone #scam calls pretending to be #Microsoft who claim your machine has a #virus - http://t.co/5F2p4XcB
"
irr,ggl,"Galaxy Nexus http://t.co/xDxcwSAR #android #google No sé yo semejante pantalla...
"
irr,msf,"Nice. Duim navigatie voor de tablet apps :) #augnl #microsoft
"
neu,msf,"#Linux Licensing in Conflict with Secure Boot Support http://t.co/vAyDRedn #opensource #uefi #microsoft
"
neg,twt,"#TWITTER SUCKS FOR HAVING A #FOLLOW LIMIT =\
"
neu,twt,"Raza Abbas NumeroUno :: (RazaNumeroUno) : thanks for #following me on #Twitter! Happy Tweeting !!!
"
neu,twt,"Put your twitter on autopilot and let it gain followers for you!! http://t.co/hze1TqAl #TeamFollowBack #Twitter #autopilot #1000aday 25
"
irr,ggl,"AsiaClassifiedToday Asia Family Offices to Triple, Lead Growth, Citigroup Says - BusinessWeek... http://t.co/93f16E44 #asia #google #biz
"
irr,apl,"Find more the best Cyst On Knee deal.Check price of best Cyst On Knee and offers now. http://t.co/qzYnNuvI@Automatic @Apple
"
neg,msf,"I hate #Microsoft PowerPoint!
"
neg,apl,"Why book @Apple Genius Bar if after 2.5 hours you still can't be served. Disappointing Apple Store Sydney. #thanksfornothing
"
irr,ggl,"Brilhante a apresentação do Android ICS. O Google simplesmente abusou da tecnologia!!! Sambou na cara das agendas !!! #ICS #google #Android
"
irr,twt,"Están de flojera los topic tender en #twitter
"
irr,twt,"Como esta la gent ermosa del #twitter n.n
"
neu,ggl,"#Google unveils what's new in #Android 4 'Ice Cream Sandwich' http://t.co/uOLAYieA
"
neg,ggl,"RT @RoycinD: Face Unlock ! #ICS Literally knows your face! #Google #galaxynexus FAILED !
"
pos,apl,"So, I am using my work PC (NEVER EVER) to get a feel for it; it has the worst speakers ever!! @apple you have spoiled me!! #imamac
"
irr,msf,"#GripmetICT, 10 nov in de #GrolschVeste met oa #Citrix, #VMware, #Microsoft, #RES, #Dell. Meer info kijk op: http://t.co/O78JjLC1
"
irr,ggl,"ahora si, a ver lo que presento #google sobre #android ya lo vieron? alguna sorpresa?
"
